#TYPE VMware.VimAutomation.ViCore.Impl.V1.VM.UniversalVirtualMachineImpl
"Name","PowerState","Notes","Guest","NumCpu","CoresPerSocket","MemoryMB","MemoryGB","VMHostId","VMHost","VApp","FolderId","Folder","ResourcePoolId","ResourcePool","HARestartPriority","HAIsolationResponse","DrsAutomationLevel","VMSwapfilePolicy","VMResourceConfiguration","Version","HardwareVersion","PersistentId","GuestId","UsedSpaceGB","ProvisionedSpaceGB","DatastoreIdList","CreateDate","SEVEnabled","BootDelayMillisecond","MigrationEncryption","MemoryHotAddEnabled","MemoryHotAddIncrement","MemoryHotAddLimit","CpuHotAddEnabled","CpuHotRemoveEnabled","ExtensionData","CustomFields","Id","Uid"
"v10xECW-EBO00","PoweredOn","
Last Tintri snapshot taken at 2015-11-04 03:10:34","v10xECW-EBO00:Microsoft Windows Server 2012 (64-bit)","8","4","16384","16","HostSystem-host-9","10.1.10.24",,"Folder-group-v105","v10_EBOServer","ResourcePool-resgroup-205","eCW_v10_PROD","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/8000 MemShares:Normal/163840","v8","vmx-08","501be129-7692-1d10-05fa-42b055bba562","windows7Server64Guest","234.38566323183476924896240234","236.18253939412534236907958984","System.String[]","1/1/1970 12:00:00 AM",,"0","Opportunistic","False","0","16384","False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-142","/VIServer=vsphere.local\administrator@ht-vcenter67dc.healthtexas.local:443/VirtualMachine=VirtualMachine-vm-142/"
"v10xECW-APPPP","PoweredOn","Veeam Backup: Job name: [NAS_101_Local_v10eCW_APP_Servers] Time [8/26/2014 2:30:36 AM], Backup host [HTMG-VEEAM], Backup file [[This server] HTMG-VEEAM:\\10.98.31.101\bk_offsite_1\NAS_101_Local_v10eCW_APP_Servers\NAS_101_Local_v10eCW_APP_Servers2014-08-26T010156.vbk]","v10xECW-APPPP:Microsoft Windows Server 2012 (64-bit)","2","2","8192","8","HostSystem-host-279","10.1.10.15",,"Folder-group-v117","v10_PatientPortal","ResourcePool-resgroup-205","eCW_v10_PROD","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/81920","v8","vmx-08","501bf88c-bc11-b863-e219-5c315f9647c2","windows7Server64Guest","241.69980715215206146240234375","368.26035602856427431106567383","System.String[]",,,"0","Opportunistic","False","0","8192","False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-155","/VIServer=vsphere.local\administrator@ht-vcenter67dc.healthtexas.local:443/VirtualMachine=VirtualMachine-vm-155/"
"v10xECW-FTP","PoweredOn","Veeam Backup: Job name: [NAS_101_Local_v10eCW_FTP] Time [8/25/2014 7:01:45 PM], Backup host [HTMG-VEEAM], Backup file [[This server] HTMG-VEEAM:\\10.98.31.101\bk_offsite_1\NAS_101_Local_v10eCW_FTP\NAS_101_Local_v10eCW_FTP2014-08-25T190117.vbk]","v10xECW-FTP:Microsoft Windows Server 2012 (64-bit)","4","2","4096","4","HostSystem-host-9","10.1.10.24",,"Folder-group-v109","v10_FTPServer","ResourcePool-resgroup-205","eCW_v10_PROD","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/40960","v8","vmx-08","501b6f8f-a6e0-3eac-8adc-1d84604c3dbf","windows7Server64Guest","3264.1445835931226611137390137","3264.1445847004652023315429688","System.String[]","1/1/1970 12:00:00 AM",,"0","Opportunistic","False","0","4096","False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-128","/VIServer=vsphere.local\administrator@ht-vcenter67dc.healthtexas.local:443/VirtualMachine=VirtualMachine-vm-128/"
"v10xECW-LabInt","PoweredOn","Veeam Backup: Job name: [NAS_101_Local_v10eCW_LAB_Servers] Time [8/26/2014 1:58:20 AM], Backup host [HTMG-VEEAM], Backup file [[This server] HTMG-VEEAM:\\10.98.31.101\bk_offsite_1\NAS_101_Local_v10eCW_LAB_Servers\NAS_101_Local_v10eCW_LAB_Servers2014-08-26T013109.vbk]","v10xECW-LabInt:Microsoft Windows Server 2012 (64-bit)","4","2","8192","8","HostSystem-host-9","10.1.10.24",,"Folder-group-v116","v10_LABServer","ResourcePool-resgroup-205","eCW_v10_PROD","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/81920","v8","vmx-08","501b13af-175a-032a-18d2-8016f76a07f3","windows7Server64Guest","198.14125492051243782043457031","198.14125603716820478439331054","System.String[]","1/1/1970 12:00:00 AM",,"0","Opportunistic","False","0","8192","False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-125","/VIServer=vsphere.local\administrator@ht-vcenter67dc.healthtexas.local:443/VirtualMachine=VirtualMachine-vm-125/"
"HT-LABDAQ00","PoweredOn","","HT-LABDAQ00:Microsoft Windows Server 2016 or later (64-bit)","4","2","16384","16","HostSystem-host-272","10.1.10.25",,"Folder-group-v217","LABDAQ","ResourcePool-resgroup-220","LIS_Systems","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/163840","v11","vmx-11","50017bd2-6ad9-80f0-9632-de3c85e07ee4","windows9Server64Guest","172.34230272658169269561767578","201.18312401790171861648559570","System.String[]",,,"0","Opportunistic","False","0","16384","False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-295","/VIServer=vsphere.local\administrator@ht-vcenter67dc.healthtexas.local:443/VirtualMachine=VirtualMachine-vm-295/"
"ht-cuc-cucm-sub","PoweredOn","
Application Version: CUCM 11.5
Original VM Version: 8
OVA Version: 1.1
      ","ht-cuc-cucm-sub:CentOS 4/5 or later (64-bit)","2","1","8192","8","HostSystem-host-279","10.1.10.15",,"Folder-group-v137","CallManager","ResourcePool-resgroup-248","HT-CUC","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/81920","v8","vmx-08","5001934f-4750-b4f8-109f-60e217ccd880","rhel6_64Guest","110.18272326700389385223388672","110.18272373825311660766601563","System.String[]",,,"0","Opportunistic","False","0","8192","False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-251","/VIServer=vsphere.local\administrator@ht-vcenter67dc.healthtexas.local:443/VirtualMachine=VirtualMachine-vm-251/"
"HTMG-CUCM-PUB","PoweredOn","CUCM 9.1 Publisher (Using CPU 0-1)","HTMG-CUCM-PUB:CentOS 4/5 or later (64-bit)","2","1","6144","6","HostSystem-host-9","10.1.10.24",,"Folder-group-v137","CallManager","ResourcePool-resgroup-248","HT-CUC","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/61440","v8","vmx-08","501be43e-b9fb-15e7-2e6b-4836cc63bc7b","rhel6Guest","112.08229809254407882690429688","112.08229864295572042465209961","System.String[]","1/1/1970 12:00:00 AM",,"0","Opportunistic","False","0","6144","False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-266","/VIServer=vsphere.local\administrator@ht-vcenter67dc.healthtexas.local:443/VirtualMachine=VirtualMachine-vm-266/"
"ht-cuc-uccx-pub","PoweredOn","UCCX VM template","ht-cuc-uccx-pub:Linux 2.6.32-696.el6.x86_64 CentOS release 6.8 (Final)","4","1","16384","16","HostSystem-host-279","10.1.10.15",,"Folder-group-v138","UCCX","ResourcePool-resgroup-248","HT-CUC","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/163840","v11","vmx-11","5001873b-3fb7-1b9d-43b9-d4ccc981cae6","centos64Guest","292.16344637330621480941772461","292.16344731766730546951293945","System.String[]",,,"0","Opportunistic","False","0","16384","False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-250","/VIServer=vsphere.local\administrator@ht-vcenter67dc.healthtexas.local:443/VirtualMachine=VirtualMachine-vm-250/"
"ht-cuc-uccx","PoweredOn","UCCX VM template","ht-cuc-uccx:","2","1","10240","10","HostSystem-host-9","10.1.10.24",,"Folder-group-v138","UCCX","ResourcePool-resgroup-248","HT-CUC","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/102400","v9","vmx-09","5001d9d9-9d77-aea9-8f2d-049da7e8e8a2","rhel6_64Guest","146.08208295330405235290527344","146.08208342269062995910644532","System.String[]","1/1/1970 12:00:00 AM",,"0","Opportunistic","False","0","10240","False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-249","/VIServer=vsphere.local\administrator@ht-vcenter67dc.healthtexas.local:443/VirtualMachine=VirtualMachine-vm-249/"
"New Unity Server","PoweredOn","","New Unity Server:CentOS 4/5 or later (64-bit)","2","1","4096","4","HostSystem-host-9","10.1.10.24",,"Folder-group-v139","Unity","ResourcePool-resgroup-248","HT-CUC","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v11","vmx-11","50246585-73d6-e2cf-9829-efb8cb00c816","rhel6_64Guest","164.18182905763387680053710938","164.18182952981442213058471680","System.String[]","4/9/2021 10:53:11 PM",,"0","Opportunistic","False","0","4096","False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-4383","/VIServer=vsphere.local\administrator@ht-vcenter67dc.healthtexas.local:443/VirtualMachine=VirtualMachine-vm-4383/"
"ht-cuc-unity-sec","PoweredOn","This OVA template allows deployment of a virtual machine for use with Cisco Unity Connection. Multiple deployment options are possible. Please visit http://bit.ly/1HbpXBx for additional information on installing Cisco Unity Connection in a virtual machine.","ht-cuc-unity-sec:Linux 3.10.0-1062.18.1.el7.x86_64 CentOS Linux release 7.4.1708 (Core) ","2","1","4096","4","HostSystem-host-279","10.1.10.15",,"Folder-group-v139","Unity","ResourcePool-resgroup-248","HT-CUC","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v11","vmx-11","5001d406-3d5a-e5c9-f638-64ec2b4c0569","rhel6_64Guest","160.18210133444517850875854492","160.18210180662572383880615234","System.String[]",,,"0","Opportunistic","False","0","4096","False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-253","/VIServer=vsphere.local\administrator@ht-vcenter67dc.healthtexas.local:443/VirtualMachine=VirtualMachine-vm-253/"
"HT_FMC_DC00","PoweredOn","Cisco Firepower Management Center Virtual
Cisco Systems, Inc.
170 West Tasman Dr
San Jose, CA 95134
USA","HT_FMC_DC00:","4","1","32768","32","HostSystem-host-9","10.1.10.24",,"Folder-group-v197","SourceFire","ResourcePool-resgroup-236","Security_&_Monitoring","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/327680","v11","vmx-11","5024288f-16b1-20ac-734e-971227a52fb9","other26xLinux64Guest","282.08423127606511116027832031","282.08423175290226936340332031","System.String[]","3/9/2021 12:05:46 PM",,"0","Opportunistic","False","0","32768","False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-4143","/VIServer=vsphere.local\administrator@ht-vcenter67dc.healthtexas.local:443/VirtualMachine=VirtualMachine-vm-4143/"
"DT-FPSA-01","PoweredOn","","DT-FPSA-01:Microsoft Windows 10 (64-bit)","2","1","8192","8","HostSystem-host-279","10.1.10.15",,"Folder-group-v197","SourceFire","ResourcePool-resgroup-236","Security_&_Monitoring","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/81920","v11","vmx-11","50241451-6a03-4cd3-ea7f-d62f6e0fceb2","windows9_64Guest","68.542749484069645404815673828","88.16677343379706144332885742","System.String[]","2/24/2020 8:41:58 PM",,"0","Opportunistic","False","0","8192","False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-4526","/VIServer=vsphere.local\administrator@ht-vcenter67dc.healthtexas.local:443/VirtualMachine=VirtualMachine-vm-4526/"
"DT-FPSA-00","PoweredOn","","DT-FPSA-00:Microsoft Windows 10 (64-bit)","2","1","8192","8","HostSystem-host-272","10.1.10.25",,"Folder-group-v197","SourceFire","ResourcePool-resgroup-236","Security_&_Monitoring","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/81920","v11","vmx-11","50246978-ffe7-f9ac-1214-23d87b4e24ae","windows9_64Guest","65.490429705008864402770996094","88.16621146723628044128417969","System.String[]","2/24/2020 8:41:58 PM",,"0","Opportunistic","False","0","8192","False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-4525","/VIServer=vsphere.local\administrator@ht-vcenter67dc.healthtexas.local:443/VirtualMachine=VirtualMachine-vm-4525/"
"ht-vcenter67dc","PoweredOn","VMware vCenter Server 6.7 Appliance (Datacenter)","ht-vcenter67dc:VMware Photon OS (64-bit)","4","1","16384","16","HostSystem-host-9","10.1.10.24",,"Folder-group-v147","vCenter67","ResourcePool-resgroup-318","VMware","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/163840","v10","vmx-10","526c3531-3ebc-9c78-1437-350c27c62520","other3xLinux64Guest","420.23491637594997882843017578","655.56206802371889352798461914","System.String[]","1/31/2020 8:56:30 PM",,"0","Opportunistic","True","128","262144","True","True","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-33","/VIServer=vsphere.local\administrator@ht-vcenter67dc.healthtexas.local:443/VirtualMachine=VirtualMachine-vm-33/"
"HT-SRM82-DC","PoweredOn","VMware Site Recovery Manager Appliance","HT-SRM82-DC:VMware Photon OS (64-bit)","2","1","8192","8","HostSystem-host-9","10.1.10.24",,"Folder-group-v160","Site-Recovery-Manager","ResourcePool-resgroup-318","VMware","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/81920","v10","vmx-10","5024d671-a025-5f1b-669f-2da46003112a","other3xLinux64Guest","28.0810831487178802490234375","28.081084089353680610656738281","System.String[]","2/6/2020 7:11:22 PM",,"0","Opportunistic","False","0","8192","False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-38","/VIServer=vsphere.local\administrator@ht-vcenter67dc.healthtexas.local:443/VirtualMachine=VirtualMachine-vm-38/"
